request_id,passenger_id,timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,vehicle_type,music_preference,preferred_temperature,quiet_ride,payment_method,loyalty_points_used,estimated_fare,driver_rating,status,driver_id,request_timestamp,accepted_timestamp,ride_duration
REQ-1745433360-2787,P00588,1745433360474,40.77287496564088,-75.00737245209694,41.366937082360806,-73.62721447759358,ECONOMY,CLASSICAL,25,true,DEBIT_CARD,,807.9717,,COMPLETED,driver_137,1745433360474,1745435615883,15959.434
REQ-1745433358-7931,P00490,1745433358462,40.57132301794161,-74.53608182289256,39.35921190758009,-75.38011247853673,ECONOMY,HIP_HOP,23,false,GOOGLE_PAY,,642.38727,,CANCELLED,driver_245,1745433358462,1745433917416,7921.4844
REQ-1745433500-3777,P00385,1745433500027,40.39023184417289,-73.66429941650557,40.45712009854896,-73.73287478967809,ECONOMY,NO_PREFERENCE,18,false,DEBIT_CARD,,16.627344,,COMPLETED,driver_214,1745433500027,1745438365830,1130.1875
REQ-1745433365-3567,P00473,1745433365505,40.48531536411184,-73.10172259180365,41.70664794131494,-74.03791673896521,ECONOMY,NO_PREFERENCE,20,false,PAYPAL,,237.34283,,COMPLETED,driver_150,1745433365505,1745434078763,18787.428
REQ-1745433364-4598,P00253,1745433364498,40.243116756741344,-73.71359879715796,39.558949758115375,-75.13945357581977,ECONOMY,CLASSICAL,18,true,APPLE_PAY,,386.34082,,COMPLETED,driver_024,1745433364498,1745435805354,17185.338
REQ-1745433369-7305,P00381,1745433369536,39.82603144282836,-75.40536815802953,39.899348683410174,-73.77541651099195,ECONOMY,JAZZ,21,false,APPLE_PAY,,211.1693,,COMPLETED,driver_151,1745433369536,1745435992977,16693.543
REQ-1745433477-1773,P00555,1745433477943,40.87565140747858,-74.521624642003,41.30683404841407,-74.72139250493908,ECONOMY,HIP_HOP,21,false,CASH,,314.17038,4.9,COMPLETED,driver_064,1745433477943,1745435974186,6083.4077
REQ-1745433361-1203,P00290,1745433361480,40.26354680947519,-73.35322795675346,41.71983345943924,-73.41865471917204,ECONOMY,POP,26,false,GOOGLE_PAY,,245.1111,2.9,COMPLETED,driver_031,1745433361480,1745434323104,19408.889
REQ-1745433451-8425,P00092,1745433451865,41.22725464233589,-73.72717446663941,41.776934982612694,-73.01393864824065,ECONOMY,POP,23,false,CREDIT_CARD,,130.1177,,COMPLETED,driver_110,1745433451865,1745434980276,10209.417
REQ-1745433347-2936,P00052,1745433347385,40.05772919217796,-72.58472557278161,40.53511702495686,-74.61097962343706,ECONOMY,CLASSICAL,25,true,GOOGLE_PAY,57,271.81287,,COMPLETED,driver_011,1745433347385,1745434372820,21545.03
REQ-1745433448-3583,P00395,1745433448839,40.60363044407605,-74.26576966077302,40.01355713593025,-73.49133549516746,ECONOMY,JAZZ,18,true,DEBIT_CARD,,141.5,,COMPLETED,driver_291,1745433448839,1745434810314,11119.999
REQ-1745433361-1126,P00392,1745433361481,41.30315810038681,-74.98829397854203,41.58287994532212,-72.93767557459817,ECONOMY,POP,23,false,CASH,,262.64233,3.2,CANCELLED,driver_040,1745433361481,1745434303518,6354.6367
REQ-1745433376-1551,P00458,1745433376580,40.53892324648577,-74.09388484590613,41.37109297742005,-75.17813005411368,LUXURY,CLASSICAL,24,true,GOOGLE_PAY,,196.88612,,COMPLETED,driver_077,1745433376580,1745438156089,15550.89
REQ-1745433356-2297,P00359,1745433356447,40.774401684111346,-74.29800881714303,39.662926331449,-73.1105794742926,ECONOMY,HIP_HOP,26,true,CASH,,429.02545,,COMPLETED,driver_094,1745433356447,1745436847899,19106.145
REQ-1745433469-8265,P00098,1745433469882,42.06262259003235,-73.53257165038428,41.88517686297551,-73.63747795879594,ECONOMY,ROCK,26,true,CREDIT_CARD,,34.77259,,COMPLETED,driver_103,1745433469882,1745442330661,2581.8071
REQ-1745433352-9881,P00535,1745433352423,40.66862970881554,-73.59607036763785,39.27107580476288,-74.81724904640896,ECONOMY,CLASSICAL,25,false,DEBIT_CARD,,282.5492,,COMPLETED,driver_230,1745433352423,1745434310793,22403.936
REQ-1745433442-9878,P00238,1745433442795,39.68459356704048,-73.26108231518768,39.54989954126758,-74.2886935605463,ECONOMY,ROCK,22,false,APPLE_PAY,,136.19427,1.1,COMPLETED,driver_181,1745433442795,1745437184483,2622.569
REQ-1745433373-4169,P00467,1745433373563,40.79044401180613,-73.57847495865057,39.69100117210901,-72.53391855350326,ECONOMY,HIP_HOP,25,true,GOOGLE_PAY,,228.63002,,COMPLETED,driver_091,1745433373563,1745437003907,18090.4
REQ-1745433437-1115,P00272,1745433437761,40.75756828179689,-73.49874221012507,41.31872476581601,-72.69376762830107,ECONOMY,POP,24,false,CREDIT_CARD,,140.15758,4.9,COMPLETED,driver_177,1745433437761,1745438304477,11012.606
REQ-1745433395-4488,P00262,1745433395625,39.7540443672361,-75.40728277826928,40.932895561957785,-75.42518199272922,LUXURY,NO_PREFERENCE,25,true,GOOGLE_PAY,,552.19965,,CANCELLED,driver_226,1745433395625,1745437772704,1661.0261
REQ-1745433412-6317,P00108,1745433412677,39.321149640623844,-74.09070288120094,40.45790999939941,-73.52556052306045,ECONOMY,NO_PREFERENCE,22,true,GOOGLE_PAY,,205.07335,,COMPLETED,driver_092,1745433412677,1745435965800,16205.868
REQ-1745433435-3880,P00456,1745433435751,40.59063547452426,-72.94578713602394,41.132394960546286,-74.02663981877335,ECONOMY,HIP_HOP,19,true,CREDIT_CARD,,460.50436,,COMPLETED,driver_147,1745433435751,1745436854706,13062.525
REQ-1745433422-3361,P00446,1745433422716,39.62805592209533,-73.38306406549108,40.82542409545404,-73.62826277382776,ECONOMY,JAZZ,24,false,GOOGLE_PAY,,204.2838,,COMPLETED,driver_202,1745433422716,1745435216299,16142.704
REQ-1745433361-5860,P00353,1745433361480,41.79568071930768,-74.78632532332229,40.6430805507417,-73.21128463113871,ECONOMY,HIP_HOP,26,true,PAYPAL,,1110.8317,3.5,COMPLETED,driver_052,1745433361480,1745435611275,22016.633
REQ-1745433485-5375,P00436,1745433485996,41.04866172225137,-74.84740955851328,41.06079489320975,-75.05406911434699,LUXURY,ROCK,20,false,CREDIT_CARD,,28.525612,,COMPLETED,driver_077,1745433485996,1745443676160,2082.049
REQ-1745433479-6359,P00441,1745433479955,40.48080655104996,-73.30013439947861,41.24736532364639,-73.40293555180409,ECONOMY,ROCK,21,true,CREDIT_CARD,,232.50983,,COMPLETED,driver_031,1745433479955,1745436515277,10262.942
REQ-1745433375-6327,P00306,1745433375574,42.181189137260276,-73.99984504830906,40.77419446883121,-72.72982938061557,ECONOMY,ROCK,25,false,APPLE_PAY,,507.20993,2.4,COMPLETED,driver_009,1745433375574,1745434494852,22624.447
REQ-1745433346-5737,P00106,1745433346376,40.432613235887686,-73.02190011749258,40.690901949448225,-75.1611784273226,SUV,ROCK,24,false,CREDIT_CARD,,276.49536,,COMPLETED,driver_039,1745433346376,1745438429304,21919.629
REQ-1745433351-1449,P00449,1745433351417,39.980043680312875,-74.77930645941458,41.84598470038653,-75.0638379070977,ECONOMY,HIP_HOP,18,true,PAYPAL,,560.418,,COMPLETED,driver_019,1745433351417,1745434971153,25018.812
REQ-1745433359-8153,P00541,1745433359468,41.735203372820834,-73.11601516410855,39.96140460739451,-73.68469745841453,ECONOMY,CLASSICAL,21,true,APPLE_PAY,,306.39847,,COMPLETED,driver_108,1745433359468,1745434915533,24311.879
REQ-1745433360-6653,P00390,1745433360474,40.296882106031866,-74.68257217154928,42.13566390964787,-74.57107545849597,SUV,HIP_HOP,18,false,APPLE_PAY,,308.9755,,COMPLETED,driver_084,1745433360474,1745434759576,24518.04
REQ-1745433444-5257,P00043,1745433444810,39.8825262299128,-74.22640141749555,39.52570896795658,-72.80331184629586,ECONOMY,HIP_HOP,25,false,CREDIT_CARD,,194.23074,,COMPLETED,driver_086,1745433444810,1745435575549,15338.459
REQ-1745433395-4101,P00075,1745433395626,41.535763455590775,-73.10875643464803,41.433831359859035,-74.25177774370944,LUXURY,JAZZ,21,true,GOOGLE_PAY,,146.07611,,COMPLETED,driver_288,1745433395626,1745444801062,11486.089
REQ-1745433364-4296,P00508,1745433364499,41.55200227779569,-75.28865016153077,39.85169333485658,-75.37519270056838,ECONOMY,POP,25,true,PAYPAL,,508.11044,,COMPLETED,driver_271,1745433364499,1745436840048,22664.969
REQ-1745433436-1627,P00493,1745433436757,40.49035445166938,-74.54460280162152,39.470085644398026,-73.65879296014413,ECONOMY,NO_PREFERENCE,22,false,APPLE_PAY,,206.53365,3.1,COMPLETED,driver_053,1745433436757,1745436084633,16322.691
REQ-1745433501-5051,P00347,1745433501033,41.82790807172153,-74.83245644547851,41.80854681112929,-74.49090343509964,ECONOMY,POP,18,false,DEBIT_CARD,,45.00452,4.3,COMPLETED,driver_041,1745433501033,1745442777600,3400.3616
REQ-1745433350-5540,P00313,1745433350410,39.803314225748245,-75.24779266135118,39.976354722458105,-72.61767405836206,ECONOMY,HIP_HOP,24,true,APPLE_PAY,,339.73575,,CANCELLED,driver_112,1745433350410,1745434263108,4876.0405
REQ-1745433412-8210,P00181,1745433412678,41.00215227667531,-72.58462564498075,39.83062232721833,-73.82241446798804,ECONOMY,CLASSICAL,18,true,PAYPAL,,252.837,2.8,COMPLETED,driver_107,1745433412678,1745435074024,20026.96
REQ-1745433434-9051,P00404,1745433434743,42.14075270499178,-74.03391045818287,41.84309445704704,-72.49742087045132,ECONOMY,NO_PREFERENCE,21,true,CREDIT_CARD,,198.99236,2.2,COMPLETED,driver_227,1745433434743,1745437954067,15719.389
REQ-1745433375-4112,P00381,1745433375573,39.899348683410174,-73.77541651099195,39.82603144282836,-75.40536815802953,LUXURY,JAZZ,21,true,DEBIT_CARD,,211.1693,3.0,COMPLETED,driver_246,1745433375573,1745443236073,16693.543
REQ-1745433446-5909,P00459,1745433446827,41.308194981539955,-74.59251337919865,41.43367013140555,-73.18262998182296,ECONOMY,ROCK,21,false,GOOGLE_PAY,,719.5938,2.9,COMPLETED,driver_070,1745433446827,1745439002535,14191.877
REQ-1745433477-3857,P00102,1745433477943,41.3880313295045,-74.72179769851961,42.02091953922506,-75.4468167102846,ECONOMY,CLASSICAL,21,true,PAYPAL,36,141.15976,,COMPLETED,driver_025,1745433477943,1745439121560,11092.781
REQ-1745433441-5188,P00501,1745433441789,39.31347974010668,-74.8421972385282,39.95588108241482,-73.54660655785293,SUV,HIP_HOP,22,true,DEBIT_CARD,,200.08324,,COMPLETED,driver_169,1745433441789,1745438087627,15806.659
REQ-1745433375-6570,P00165,1745433375574,40.31137869486099,-73.0790492477518,39.92120751960286,-75.36814442214462,ECONOMY,POP,18,true,CREDIT_CARD,,535.3243,,COMPLETED,driver_123,1745433375574,1745436623224,23889.592
REQ-1745433470-6103,P00536,1745433470891,41.923707749254255,-72.86090303760483,41.49038279589271,-72.89879703796585,ECONOMY,HIP_HOP,20,false,APPLE_PAY,43,74.8022,,COMPLETED,driver_141,1745433470891,1745445353535,5784.176
REQ-1745433350-8878,P00070,1745433350409,40.50333193003755,-74.96944285733528,39.7021020621846,-72.75384586282102,LUXURY,NO_PREFERENCE,24,true,APPLE_PAY,,314.61282,3.4,COMPLETED,driver_076,1745433350409,1745438140114,24969.025
REQ-1745433483-8361,P00136,1745433483978,41.70760733932006,-75.1100209200907,41.856454221336875,-74.25417122026424,ECONOMY,POP,23,false,CASH,,111.61117,,COMPLETED,driver_204,1745433483978,1745441325851,8728.894
REQ-1745433547-9103,P00131,1745433547200,40.956895243078264,-73.61154245828487,40.84441475298132,-74.42869977776854,ECONOMY,JAZZ,23,true,PAYPAL,,107.02929,1.1,COMPLETED,driver_263,1745433547200,1745435366730,8362.344
REQ-1745433518-6771,P00232,1745433518102,40.30729241730359,-73.49995484610675,40.3735765771565,-73.89622717841148,SUV,POP,25,false,GOOGLE_PAY,,53.98696,,COMPLETED,driver_262,1745433518102,1745442991306,913.0734
REQ-1745433432-8557,P00074,1745433432732,40.84049148338695,-72.92521483830565,39.764527493044866,-73.76627609107567,SUV,HIP_HOP,23,true,APPLE_PAY,,211.06589,,CANCELLED,driver_004,1745433432732,1745438963615,7856.2617
REQ-1745433459-4045,P00317,1745433459875,40.3119990349002,-73.94717035701241,41.14800612378914,-74.52195916802071,ECONOMY,NO_PREFERENCE,20,false,GOOGLE_PAY,,442.93005,,COMPLETED,driver_198,1745433459875,1745440390255,12556.386
REQ-1745433422-4699,P00022,1745433422716,41.1538789510412,-73.0634794838415,39.752684143584744,-73.80104050408241,ECONOMY,POP,25,true,GOOGLE_PAY,89,253.81757,,COMPLETED,driver_146,1745433422716,1745436653511,20105.404
REQ-1745433446-2765,P00262,1745433446826,40.932895561957785,-75.42518199272922,39.7540443672361,-75.40728277826928,ECONOMY,ROCK,18,false,CASH,,198.79187,,COMPLETED,driver_206,1745433446826,1745438873713,15703.35
REQ-1745433450-7704,P00290,1745433450858,41.71983345943924,-73.41865471917204,40.26354680947519,-73.35322795675346,ECONOMY,ROCK,25,false,CREDIT_CARD,,245.1111,,COMPLETED,driver_264,1745433450858,1745434935746,19408.889
REQ-1745433511-4740,P00164,1745433511054,40.78932392206734,-74.68806191499063,41.806117266877145,-75.2954473362967,ECONOMY,POP,21,true,CREDIT_CARD,,1023.9009,,COMPLETED,driver_172,1745433511054,1745434215475,14845.074
REQ-1745433563-5835,P00407,1745433563244,39.90617481546344,-73.88273146866538,40.19762944969291,-74.71905598185461,ECONOMY,NO_PREFERENCE,22,false,GOOGLE_PAY,,119.61582,2.7,COMPLETED,driver_151,1745433563244,1745434663575,9369.266
REQ-1745433448-9254,P00179,1745433448839,42.140662452525675,-73.48224918099687,41.75664458163918,-75.05552023107577,ECONOMY,JAZZ,26,true,APPLE_PAY,,830.1892,,COMPLETED,driver_045,1745433448839,1745439286853,16403.783
REQ-1745433512-8975,P00208,1745433512059,39.51539158748977,-72.94947158991346,40.38297831851133,-73.62693639187475,ECONOMY,HIP_HOP,20,false,APPLE_PAY,,170.85739,3.4,COMPLETED,driver_067,1745433512059,1745436036218,13468.592
REQ-1745433444-7201,P00199,1745433444809,42.1292424025617,-73.92078738002327,40.65907378407367,-74.4073002232477,ECONOMY,HIP_HOP,19,true,GOOGLE_PAY,13,254.71315,,COMPLETED,driver_170,1745433444809,1745436375263,20177.053
REQ-1745433451-5260,P00229,1745433451864,39.288807926143065,-73.4233384162065,40.715450173703154,-73.75883653816642,ECONOMY,CLASSICAL,20,false,PAYPAL,20,243.85933,,COMPLETED,driver_000,1745433451864,1745436553998,19308.746
REQ-1745433447-5656,P00504,1745433447832,40.68917626903087,-73.20328981425006,39.55853044548274,-72.55171782856146,ECONOMY,JAZZ,19,false,APPLE_PAY,,208.21947,1.7,COMPLETED,driver_051,1745433447832,1745439831308,16457.559
REQ-1745433481-7232,P00411,1745433481966,40.47133458978073,-73.96291932946704,41.43709047484225,-74.03158748818312,ECONOMY,CLASSICAL,19,false,PAYPAL,,290.72006,,COMPLETED,driver_281,1745433481966,1745439989388,12882.402
REQ-1745433551-6983,P00278,1745433551227,39.81556131620701,-73.17664742799595,39.5150638632376,-73.85362361069241,ECONOMY,JAZZ,26,true,GOOGLE_PAY,,102.65939,4.2,COMPLETED,driver_022,1745433551227,1745439107594,8012.7515
REQ-1745433438-8360,P00411,1745433438770,40.47133458978073,-73.96291932946704,41.43709047484225,-74.03158748818312,SUV,JAZZ,19,false,DEBIT_CARD,,163.53003,,COMPLETED,driver_071,1745433438770,1745445798335,12882.402
REQ-1745433394-3440,P00061,1745433394620,40.35953787858198,-74.43041313149409,41.12912225737881,-72.70671300333625,SUV,POP,19,true,APPLE_PAY,53,453.1265,,COMPLETED,driver_262,1745433394620,1745442951763,20190.691
REQ-1745433451-1760,P00484,1745433451865,39.35805179315735,-72.8855061966151,40.56348150049111,-72.51966065910358,ECONOMY,NO_PREFERENCE,26,true,GOOGLE_PAY,,579.34186,,CANCELLED,driver_274,1745433451865,1745441090345,5899.3784
REQ-1745433588-1108,P00335,1745433588289,41.578875452520954,-73.95528933779218,41.20879233137508,-74.32493175696527,ECONOMY,CLASSICAL,26,false,PAYPAL,,79.49727,,CANCELLED,driver_137,1745433588289,1745437911517,894.71515
REQ-1745433412-3027,P00117,1745433412678,41.81731468051246,-74.59667350074146,39.86635861522326,-74.46395710655003,ECONOMY,NO_PREFERENCE,18,false,GOOGLE_PAY,,327.76407,1.9,COMPLETED,driver_238,1745433412678,1745435858634,26021.125
REQ-1745433368-7929,P00146,1745433368525,41.506934356403704,-74.05106043399586,39.50415344991116,-72.49848271565668,ECONOMY,HIP_HOP,18,true,CASH,,692.5851,,COMPLETED,driver_149,1745433368525,1745435640462,30966.328
REQ-1745433514-2647,P00225,1745433514073,40.093104244111395,-74.57179538173635,39.58885556287193,-73.7375599085644,ECONOMY,CLASSICAL,18,true,GOOGLE_PAY,,138.23248,3.2,COMPLETED,driver_007,1745433514073,1745441453789,10858.599
REQ-1745433550-7643,P00343,1745433550221,41.93747627056541,-75.12888726032143,41.528387406247276,-74.07923703355294,ECONOMY,JAZZ,20,false,PAYPAL,,149.63593,,COMPLETED,driver_286,1745433550221,1745437018558,11770.873
REQ-1745433366-8902,P00020,1745433366510,39.94571758070444,-73.4007684134297,42.24846266490738,-74.35081921690234,ECONOMY,JAZZ,18,false,APPLE_PAY,,1616.0444,,COMPLETED,driver_293,1745433366510,1745434842785,32120.889
REQ-1745433398-9277,P00171,1745433398643,40.731074649072454,-72.67962797005842,39.69844707654222,-75.24352637123359,ECONOMY,JAZZ,19,true,GOOGLE_PAY,48,371.04733,1.8,COMPLETED,driver_130,1745433398643,1745434544349,29483.785
REQ-1745433459-2125,P00183,1745433459875,41.468214531351485,-72.88962077253905,41.596416995650806,-74.72407589891422,LUXURY,POP,18,false,DEBIT_CARD,,644.82965,,COMPLETED,driver_282,1745433459875,1745439694409,18371.094
REQ-1745433545-3059,P00533,1745433545190,41.40884822628244,-72.82035547113935,41.68035501193818,-73.84881956647973,ECONOMY,NO_PREFERENCE,23,true,GOOGLE_PAY,,138.4012,,COMPLETED,driver_105,1745433545190,1745438719545,10872.097
REQ-1745433518-7898,P00221,1745433518103,41.50503582376876,-75.47610545791333,41.97040842486946,-75.04471173698346,ECONOMY,NO_PREFERENCE,25,true,CASH,,171.93837,,COMPLETED,driver_175,1745433518103,1745444794319,7537.227
REQ-1745433356-8203,P00302,1745433356447,39.29331293434128,-73.79946961538323,41.53498458425595,-75.37537626288044,ECONOMY,JAZZ,20,false,CREDIT_CARD,,757.0508,,COMPLETED,driver_140,1745433356447,1745434495990,33867.285
REQ-1745433518-2910,P00010,1745433518102,41.04763319541494,-72.86502118193127,40.70336971753777,-74.42148068404873,ECONOMY,ROCK,24,false,CREDIT_CARD,,206.66388,2.3,COMPLETED,driver_158,1745433518102,1745436156773,16333.11
REQ-1745433446-4486,P00065,1745433446826,41.31698161702524,-73.41378058473917,39.78923122026221,-72.60658727616999,ECONOMY,JAZZ,25,true,PAYPAL,,491.7371,,COMPLETED,driver_264,1745433446826,1745437765183,21928.17
REQ-1745433487-2549,P00356,1745433487005,41.21114892758945,-72.79017727390324,41.003195793255564,-74.42107534859161,ECONOMY,POP,18,false,CREDIT_CARD,,210.01265,,COMPLETED,driver_203,1745433487005,1745439522091,16601.012
REQ-1745433563-3036,P00555,1745433563245,40.87565140747858,-74.521624642003,41.30683404841407,-74.72139250493908,ECONOMY,NO_PREFERENCE,23,false,CREDIT_CARD,,78.542595,,COMPLETED,driver_241,1745433563245,1745442615344,6083.4077
REQ-1745433369-1020,P00431,1745433369535,40.67602743249419,-74.06095473057506,42.048312930381066,-75.0950060980837,SUV,JAZZ,20,true,DEBIT_CARD,29,1059.9814,,COMPLETED,driver_187,1745433369535,1745446976060,20999.629
REQ-1745433477-8986,P00203,1745433477944,40.4873562101663,-72.89144443234733,39.59521145167052,-74.76841917550705,ECONOMY,JAZZ,19,true,DEBIT_CARD,,505.09793,2.8,COMPLETED,driver_147,1745433477944,1745434959531,22529.406
REQ-1745433482-5691,P00311,1745433482972,41.03590558134675,-74.63889171396085,40.004992020773976,-73.95618741639576,ECONOMY,CLASSICAL,23,true,APPLE_PAY,,194.66992,2.8,COMPLETED,driver_055,1745433482972,1745441877624,15373.594
